"date","type","dead","injured","location","details","perpetrator","partOf"
"4","Attempted suicide bombings","0 (+3)","0","Madagali, Nigeria","Three female suicide bombers were killed while attempting to detonate their vests at a market in the northeastern Nigerian city of Madagali. Local officials blamed Boko Haram for the attempted attack. A double suicide bombing in Madagali killed 57 people in December 2016.[19]","Boko Haram","Boko Haram insurgency"
"4","Shooting","2","2","Kunduz, Afghanistan","Two US service members were killed and two others were injured in a Taliban attack while performing a training mission with Afghan forces in Kunduz province.[20]","Taliban","War in Afghanistan"
"4","Shooting","1","0","Nawa, Afghanistan","A policewoman was shot dead in the Nawa district of Helmand province.[21]","Taliban","War in Afghanistan"
"4","Shooting","0","5","Bío Bío, Chile","At least five people were injured in an armed attack on a caravan of vehicles carrying forest workers to the town of Curaquidico, in the southern region of the Bío Bío Province.[22]","Mapuche","Mapuche conflict"
"5","Suicide car bombing, Car bombing","27 (+1)","57","Baghdad, Iraq","A car bombing at a food market in the al-Obeidi area killed 9 people and left 15 others wounded. After nightfall a suicide car bomber killed 11 and injured 22 near a security checkpoint in Bab al-Muadam. Several smaller attacks around the city killed 7 people and injured 20 others.[23][24]","Islamic State (suspected)","Iraqi Civil War"
"5","Car bombing","16+","30","Jableh, Syria","A car bomb exploded in the coastal city of Jableh, killing 16 people and injuring more than 30 others.[25]","Islamic State (suspected)","Syrian Civil War"
"5","Car bombing, shooting","2 (+2)","10","Izmir, Turkey","2017 İzmir Courthouse Attack: A car bomb exploded outside a courthouse in Izmir, killing at least two people and triggering a deadly shootout. Two of the attackers were killed, while a third managed to escape.[26][27][28]","Kurdistan Freedom Falcons[29]","Kurdish–Turkish conflict"
"5","Stabbing","0","1","Ashdod, Israel","A man was stabbed for speaking Arabic.[30]","Lone wolf","Israeli–Palestinian conflict"
"5","Bombing","0","1","Gothenburg, Sweden","A bomb exploded outside a refugee centre. An immigration office staff member was seriously injured and lost both of his legs. Three neo-Nazis were arrested on suspicion of causing the blast. Another bomb had exploded outside a Gothenburg café in November 2016.[31][32]","Nordic Resistance Movement (suspected)","Terrorism in Sweden"
"6","Suicide bombings, Car bombing","4 (+2)","12","Ad-Dawr, Iraq","A police checkpoint near Tikrit was attacked by suicide bombers and a car bomb. Four police officers and two attackers were killed, while 12 others were injured.[33]","Islamic State","Iraqi Civil War"
"6","Shooting","0","5","Quetta, Pakistan","Five members of the Hazara Shia community were injured when armed assailants opened fire on their vehicle.[34]","Lashkar-e-Jhangvi","Sectarianism in Pakistan"
"6","Stabbing","2","0","Monufia, Egypt","Two Egyptian Coptic Christians were murdered. They were murdered because of their faith, according to the brother of the dead woman.[35]","Lone wolf",""
"6","Execution","1","0","Raqqa, Syria","Islamic State militants beheaded an elderly man in Raqqa for allegedly practicing magic and sorcery.[36]","Islamic State","Syrian Civil War"
"6","Shooting","13","3","Tala wa Barfak, Afghanistan","Gunmen shot dead at least 13 miners belonging to Afghanistan's Hazara minority after pulling their vehicle over in Baghlan Province. Local officials blamed the Taliban, but the group denied responsibility.[37]","Taliban (suspected)","War in Afghanistan"
"6","Shooting","5","6","Fort Lauderdale, United States","shooting attack at Fort Lauderdale Airport [38]","Lone wolf","Terrorism in the United States"
"6","Shooting","0","1","Belfast, United Kingdom","An unknown person shoots and injures a 21-year-old in Belfast, Northern Ireland.[39]","Unknown","Terrorism in the United Kingdom"
"6 or 7","Suicide bombing","6 (+1)","20","Abyan, Yemen","Six Yemeni soldiers were killed and 20 others injured in a suicide attack in Abyan.[40]","Islamic State","Yemeni Civil War"
"7","Bombing","0","2","Lamphelpat, India","Two CRPF jawans soldiers were injured in a powerful IED explosion near the office of Deputy Commissioner in western Imphal, in the state of Manipur.[41]","Kangleipak Communist Party[42]","Insurgency in Northeast India"
"7","Car bombing","60+","50","Azaz, Syria","January 2017 Azaz bombing: At least 60 people were killed and 50 others wounded in a car bomb attack at a marketplace in the rebel-held northern town of Azaz.[43]","Islamic State (suspected)","Syrian Civil War"
"7","Attack","5 (+15)","Unknown","Yobe State, Nigeria","A large group of militants attacked a Nigerian Army base in Buni Yadi, but were repelled by government forces. At least five soldiers and 15 attackers were killed, with an unknown number injured.[44]","Boko Haram (suspected)","Boko Haram insurgency"
"7","Shooting,  attempted suicide bombings","0 (+2)","1","Riyadh, Saudi Arabia","Two suicide bombers were killed by a police officer before they were able to self-detonate.","Islamic State","Spillover of the Syrian Civil War"
"7","Bombing","1","2","Zabul, Afghanistan","A blast occurred in Zabul Province. The attack left one dead and two others injured. All victims were policemen.[45]","Taliban","War in Afghanistan"
"8","Roadside bomb","5","Unknown","Taiz, Yemen","At least five civilians were killed and many injured when a truck hit a landmine in Taiz's Al-Taziya district.[46]","Unknown","Yemeni Civil War"
"8","Suicide car bombing","20 (+2)","50+","Baghdad, Iraq","Islamic State claimed responsibility for a pair of suicide car bombings in Baghdad. At least 20 were killed and more than 50 others were injured.[47]","Islamic State","Iraqi Civil War"
"8","Vehicular attack","4 (+1)","17","East Jerusalem, Israel","2017 Jerusalem truck attack: At least four people were killed and 17 others were injured when a truck rammed into a group of Israeli soldiers.[48]","Lone wolf","Israeli–Palestinian conflict"
"8","Shooting","3","Unknown","Jourian, India","Several unidentified militants attacked a camp housing road construction workers in the Indian state of Jammu and Kashmir, killing three laborers before fleeing.[49]","Militants","Kashmir Conflict"
"9","Suicide car bombing, shooting","8 (+5)","15","Arish, Egypt","Seven Egyptian police officers and one civilian were killed, while a total of 12 others were injured when insurgents detonated a truck bomb at a checkpoint near Arish in the Sinai Province. Government forces repelled the attack, killing five militants and injuring three others.[50]","Islamic State","Sinai Insurgency"
"9","Shooting","1","0","Puerto Jordán, Colombia","A soldier was shot dead in an attack by ELN guerrillas.[51]","National Liberation Army","Colombian Conflict"
"9","Shooting","0","1","Athens, Greece","A police officer was wounded in central Athens as shots were fired outside the offices of the Pan-Hellenic Socialist Party.[52]","Anarchists (suspected)","Terrorism in Greece"
"9","Shooting","0 (+1)","1","Bandipora, India","A suspected Lashkar-e-Taiba (LeT) militant was killed and a soldier injured  in an encounter in Hajin tehsil of Bandipora, Kashmir.[53]","Lashkar-e-Taiba (suspected)","Kashmir Conflict"
"9","Bombing","1","0","Zabul, Afghanistan","A bombing left one dead in Zabul Province.[54]","Taliban","War in Afghanistan"
"9","Bombing","1","2","Jalalabad, Afghanistan","A bomb killed one and another two were injured in the city of Jalalabad.[55]","Taliban","War in Afghanistan"
"10","Suicide bombings","3 (+2)","0","Kalari, Nigeria","Two female bombers killed themselves and three other people, when they went to private residences in the Kalari area, disguised as visitors.[56]","Boko Haram","Boko Haram insurgency"
"10","Suicide car bombing","38 (+1)","70+","Kabul, Afghanistan","10 January 2017 Afghanistan bombings: A car bomb exploded in the center of the city of Kabul. At least 38 people were killed and at least 70 others were injured. The Taliban claimed responsibility for the attacks, saying that vehicles carrying members of the National Directorate of Security were targeted.[57]","Taliban","War in Afghanistan"
"10","Bombing","12","14","Kandahar, Afghanistan","10 January 2017 Afghanistan bombings: 11 people, including five diplomats from the United Arab Emirates, were killed in a bomb attack.[58] On the 15 February 2017, the UAE ambassador succumbed to his wounds.[59]","Islamic State (suspected)","War in Afghanistan"
"10","Suicide bombing","7 (+1)","6","Lashkargah, Afghanistan","10 January 2017 Afghanistan bombings: A suicide bombing on a house in Lashkargah claimed seven civilians lives and another six were injured.[60]","Taliban","War in Afghanistan"
"10","Bombing","1","11","Gondar, Ethiopia","A grenade attack killed one person and injured 11 at a crowded hotel bar in the town of Gondar in the Amhara Region.[61]","Anarchists (suspected)","2016 Ethiopian protests"
"10","Car bombing","1","5","Abyan, Yemen","A car bombing seriously wounded a senior security official and killed one of his guards. Four other guards were wounded in the attack.[62]","Salafist jihadist (suspected)","Al-Qaeda insurgency in Yemen"
"10","Stabbing,","0 (+1)","1","al-Fari'ah, West Bank","A Palestinian man attacked Israeli soldiers with a knife and was subsequently shot dead.[63]","Lone Wolf","Israeli–Palestinian conflict"
"10","Shooting","8","0","Zamboanga City, Philippines","Eight fishermen were killed in an attack by suspected Abu Sayyaf militants off south-western Mindanao.[64]","Abu Sayyaf (suspected)","Moro Conflict"
"10","Shooting, Attempted kidnapping","0","1","San Pedro, Paraguay","Suspected members of the EPP entered a house in San Pedro and attacked two Mennonite brothers in a possible failed kidnapping attempt.[65]","Paraguayan People's Army (suspected)","Paraguayan People's Army insurgency"
"10","Executions","3","0","Bu'ale, Somalia","Militant group Al-Shabaab shot two men and a teenager in southern Somalia.[66][67]","Al-Shabaab","Somali Civil War"
"11","Bombing","1","0","Yobe, Nigeria","A Nigerian soldier was killed by a bomb planted by Boko Haram militants.[68]","Boko Haram","Boko Haram insurgency"
"11","Car bombing","1","5","Baghdad, Iraq","A car bomb detonated in the al-Bayaa district of Baghdad, killing one person and wounding five others.[69]","Islamic State (suspected)","Iraqi Civil War"
"12","Roadside Bomb","5","2","Segou, Mali","Five Malian soldiers were killed and two others injured when their patrol hit a landmine in Mali`s Segou region.[70]","Lone wolf","Northern Mali Conflict"
"12","Suicide bombing","7 / 8+ (+1)","Unknown","Damascus, Syria","A suicide bomber killed at least eight people in a high-security district of Damascus.[71][72]","Al-Qaeda (suspected)","Syrian Civil War"
"12","Assassination","1","0","Karachi, Pakistan","A police officer was killed by Tehreek-e-Taliban[73]","Tehreek-e-Taliban",""
"13","Bombing","0","3","Santiago, Chile","The chairman of the board of Chilean state copper giant Codelco and twoother persons suffered non-life-threatening injuries on Friday from the detonation of a parcel bomb sent to his home in Santiago.[74] An ""eco-terrorist"" group called Individualists Tending Toward the Wild claimed responsibility.[75][76]","Individualists Tending Toward the Wild","Terrorism in Chile"
"13","Executions","2","0","Raqqa, Syria","Two men in northeastern Syria were crucified after being accused of supporting the Kurdish YPG forces and the US-led coalition.[77]","Islamic State","Syrian Civil War"
"13","Suicide bombings","6","14","Madagali, Nigeria","Suicide bombers killed and injured many in a crowded market in the northeastern Nigerian town of Madagali.[78]","Boko Haram","Boko Haram insurgency"
"13","Shooting","0","2","Belfast, United Kingdom","A man and woman were shot in Northern Ireland while attempting to protect their son from paramilitaries.[79][80]","Óglaigh na hÉireann (Real IRA splinter group)","Dissident Irish Republican campaign"
"14","Roadside Bomb","2","Unknown","Borno State, Nigeria","Two soldiers were killed in Borno State in a roadside bombing.[81]","Boko Haram","Boko Haram insurgency"
"14","Shooting","3 (+10)","27","Borno State, Nigeria","Three soldiers were killed by Boko Haram. Ten attackers were also killed.[82][83][84][85]","Boko Haram","Boko Haram insurgency"
"14","Execution","5","0","Kirkuk, Iraq","Islamic State militants burned a family of five people (a mother and four children).[86]","Islamic State","Iraqi Civil War"
"14","Executions","17","0","Gnam-Gnam, Cameroon","At least 17 people were killed by Boko Haram militants.[87][88]","Boko Haram","Boko Haram insurgency"
"15","Bombing, kidnapping","7","2","Nangarhar, Afghanistan","At least seven civilians were killed in an explosion in the eastern Nangarhar province. Afghan officials also accused the Islamic State group of kidnapping 14 Muslim clerics.[89][90]","Islamic State (suspected)","War in Afghanistan"
"15","Arson","1","0","La Araucania, Chile","One person was killed in an arson attack in the southern region of La Araucania in the town of Cañete, an area of southern Chile where Mapuche indigenous people claim land.[91]","Mapuche","Mapuche conflict"
"15","Shooting","9","Unknown","Bosso, Niger","Nine people were killed by Fulani herdsmen.[92]","Fulani herdsmen",""
"15","Shooting","1","Unknown","Raqqa, Syria","An American volunteer was killed by Islamic State.[93]","Islamic State","Syrian Civil War"
"16","Suicide bombing","3 (+2)","17","Maiduguri, Nigeria","Two teenage suicide bombers exploded at Nigeria's University of Maiduguri, killing three people, including a professor.[94][95]","Boko Haram","Boko Haram insurgency"
"16","Bombing","4","2","Diyarbakir, Turkey","Four Turkish police officers were killed and two more were wounded when a roadside bomb hit a passing police bus.[96][97]","Kurdistan Workers' Party","Kurdish–Turkish conflict"
"16","Bombing","0","5","Sirnak, Turkey","An explosive was detonated in the town of Sirnak, Turkey. The handmade explosive was attached under the vehicle of a council contractor repairing the city's water network.[98]","Kurdistan Workers' Party","Kurdish–Turkish conflict"
"16","Shooting","8 (+2)","3","New Valley Province, Egypt","Eight Egyptian security officers were killed and three others were injured when their checkpoint around 70 km away from the Kharga Oasis was attacked by unidentified militants. At least two of the assailants were killed, while the others escaped.[99]","Islamic State (suspected)","Insurgency in Egypt"
"16","Bombing","1","2","Arish, Egypt","Bombing left one dead and two injured in Aris city.[100]","Unknown","Sinai insurgency"
"16","Bombings","1","5","Baghdad, Iraq","One person was killed and five others were wounded when two explosive devices exploded in Baghdad.[101]","Islamic State (suspected)","Iraqi Civil War"
"16","Shooting","4","3","Abyan, Yemen","Four soldiers were killed and three wounded in an Al-Qaeda attack on a checkpoint in Yemen.[102]","Al-Qaeda in the Arabian Peninsula","Yemeni Civil War"
"16","Shooting","2","0","Quetta, Pakistan","Two terrorist attacks left at least two police dead in Quetta.[103]","Unknown",""
"16","Bombing","0","2","Popasna, Ukraine","Two Ukrainian servicemen were wounded in the Donbass region. The casualties were caused by explosive devices in the district of Popasna.[104]","Luhansk People's Republic (suspected)","War in Donbass"
"16","Shooting","7 (+3)","19+","Quintana Roo, Mexico","A shootout left 5 dead, among whom there were citizens of the USA, Canada, Colombia and Italy, in addition to 15 wounded. The shooting took place at the Blue Parrot nightclub, in the town of Playa del Carmen, a few kilometers from the resort of Cancun. The next day a ring of shootings were reported in the city of Cancun, increasing the number to ten killed (including three gunmen).[105][106]","Los Zetas","Mexican Drug War"
"17","Execution","1","0","Mogadishu, Somalia","Al-Shabaab allegedly executed a Ugandan soldier.[107]","Al-Shabaab","Somali Civil War"
"17","Suicide bombing","10 (+1)","30","Peshawar, Pakistan","Ten people were killed and more than 30 others injured in a suicide attack on security forces in Peshawar.[108]","Lashkar-e-Jhangvi",""
"17","Bombing","1","4","Diyarbakır, Turkey","A bomb kills one policeman and another four were injured. The explosion occurred in the city of Diyarbakır.[109]","Kurdistan Workers' Party","Kurdish–Turkish conflict"
"18","Shooting, Raid","0 (+4)","Unknown","Sheikhupura, Pakistan","The Counter-Terrorism Department (CTD) of Punjab police killed four suspected militants during an shooting in Sheikhupura on Tuesday night.[110]","Lashkar-e-Jhangvi","Sectarianism in Pakistan"
"18","Suicide bombings","77 (+1)","115","Gao, Mali","2017 Gao bombing: Five suicide bombers exploded near a NATO army base. At least 65 people were killed while an unknown number of people were injured.
There were no reported casualties among the NATO troops.[111][112][113] Al-Mourabitoun claimed responsibility.[114]
","Al-Mourabitoun","Northern Mali Conflict"
"18","Landmine","3","4","Narayanpur, India","At least two women and a girl were killed while four others injured by a pressure landmine, suspected to have been laid by Naxals.[115]","Naxalites","Naxalite–Maoist insurgency"
"18","Car bombing","7+","20","Baghdad, Iraq","A car bomb blast hit the mostly Shi'ite neighborhood of Abu Dsheer.[116]","Unknown","Iraqi Civil War"
"19","Executions","12","0","Palmyra, Syria","Islamic State militants put at least 12 people to death in execution-style killings.[117]","Islamic State","Syrian Civil War"
"20","Shooting","1","0","Arish, Egypt","Terrorists shoot dead a civilian in the city of Arisr.[118]","Unknown","Sinai insurgency"
"20","Airstrike","2","0","Mosul, Iraq","An Iraqi elder and his grandson were killed in western Mosul in an explosion caused by a bomb dropped from an Islamic State guided drone.[119]","Islamic State","Iraqi Civil War"
"20","Car Bombing","5","9","Al-Bab, Syria","Turkey's military said the Islamic State group killed five Turkish soldiers and wounded nine others in a car bomb attack in Al-Bab, northern Syria.[120]","Islamic State","Syrian Civil War"
"20","Shooting","2","6","Orakzai, Pakistan","Two tribal elders were killed and six others sustained injuries when gunmen fired at them.[121]","Lashkar-e-Jhangvi (suspected)",""
"20","Bombing","3","4","Balkh, Afghanistan","An explosion in northern Afghanistan killed at least three people outside a game of buzkashi.[122]","Taliban (suspected)","War in Afghanistan"
"20","Car Bombing","1","13","Benghazi, Libya","A car bomb exploded on Friday near a mosque in Libya’s second city of Benghazi, killing one person and wounding 13 people including a former interior minister, medical and security sources said.[123]","Al-Qaeda in the Islamic Maghreb (suspected)","Libyan Civil War"
"21","Bombing","25","87","Parachinar, Pakistan","2017 Parachinar bombing: A bomb that was placed in a vegetable crate exploded at a vegetable market in Parachinar, a city in Pakistan's Kurram Agency tribal area.[124][125][126]","Lashkar-e-Jhangvi & Tehrik-i-Taliban Pakistan","War in Northwest Pakistan"
"21","Car bombing","4","14","Rakban, Syria","A car bomb attack occurred in the Rakban refugee camp near the Jordanian border.[127][128]","Islamic State","Syrian Civil War"
"21","Shooting","43","Unknown","Kandahar Province, Afghanistan","Taliban attacked a police station located in Maiwand District of Kandahar Province, killing 43 people, including 16 police officers.[129]","Taliban","War in Afghanistan"
"21","Shooting","2","7","Diffa, Niger","Boko Haram killed two soldiers and wounded seven others in an attack on a military base in southeast Niger.[130]","Boko Haram","Boko Haram insurgency"
"21","Shelling","8","0","Rafah, Egypt","Eight people were killed after a shell landed on a house in Rafah.[131]","Islamic State (suspected)","Sinai insurgency"
"21","Suicide bombing","0 (+2)","0","Jeddah, Saudi Arabia","Two suicide bombers detonated their explosives during a firefight with Saudi security forces in Jeddah.[132]","Islamic State (suspected)","Spillover of the Syrian Civil War"
"21","Car bombing","2","Unknown","Tripoli, Libya","A car bomb exploded in Tripoli. The blast, which left at least two people dead, struck near the recently re-opened Italian embassy.[133]","Islamic State (suspected)","Libyan Civil War"
"21","Attempted suicide bombing","0","0 (+1)","Beirut, Lebanon","Lebanese security forces shot and wounded a suicide bomber just before midnight as he attempted to enter a coffee shop on Hamra Street in Beirut.[134]","Jabhat Fatah al-Sham (suspected)","Spillover of the Syrian Civil War in Lebanon"
"22","Bombing, Ambush","2","Unknown","Barabasti, India","Two Assam Rifles jawans were killed when their vehicle escorting tourists was attacked near the Assam–Arunachal Pradesh border.[135]","Unknown","Insurgency in Northeast India"
"22","Shooting","0","1","Belfast, United Kingdom","A policeman was wounded in a filling station in Belfast. A possible terrorist act according to the local police.[136]","Real Irish Republican Army (suspected)","Dissident Irish Republican campaign"
"22","Unknown","3","0","Maywand District, Afghanistan","Insurgents killed at least three policemen in Kandahar Province.[137]","Taliban","War in Afghanistan"
"22","Shooting","2","0","Quetta, Pakistan","A terrorist attack left at least two people dead in Quetta.[138]","Unknown",""
"23","Arson","0","0","Bijapur, India","Maoists set at least 15 construction vehicles and machines on fire in Chhattisgarh's Bijapur district.[139]","Naxalites","Naxalite–Maoist insurgency"
"23","Shooting","5","0","Sinai Peninsula, Egypt","At least five Egyptian Army soldiers were killed by unknown gunmen in the Sinai Peninsula.[140]","Islamic State (suspected)","Sinai insurgency"
"23","Bombing","1","Unknown","Mandera, Kenya","A Kenya police reservist was killed when Al-Shabaab militants hurled explosives at a bank[141]","Al-Shabaab","Spillover of the War in Somalia"
"23","Bombing","8","5","Afgooye, Somalia","A bomb killed seven soldiers in Somalia along with a well-known Somali farmer.[142][143]","Al-Shabaab","Somali Civil War"
"23","Bombing,  shooting","8","0","Borno State, Nigeria","Boko Haram invaded a village, killed eight people and abducted an unspecified number of women and children.[144]","Boko Haram","Boko Haram insurgency"
"24","Mortar attack","1","2","Aguelhok, Mali","A peacekeeper in Mali was killed and two other peacekeepers were injured in mortar fire in Aguelhok. Al-Qaeda is suspected for the attack.[145]","Al-Qaeda in the Islamic Maghreb (suspected)","Northern Mali conflict"
"24","Bombing","0","1","Pulwama, India","A police officer was injured in a grenade attack. No group claimed the attack[146]","Unknown","Kashmir Conflict"
"25","Arson","Unknown","Unknown","Athens, Greece","The Conspiracy of Fire Nuclei took responsibility for six arson attacks on various establishments including a bank and a post office.[147][148]","Conspiracy of Fire Nuclei","Terrorism in Greece"
"25","Car bombings","2","9","Baghdad, Iraq","Two explosions caused by car bombs killed two civilians and wounded nine others in the Iraqi capital.[149]","Islamic State (suspected)","Iraqi Civil War"
"25","Suicide car bombings,   shooting","28 (+4)","43+","Mogadishu, Somalia","2017 Dayah Hotel attack: At least 28 people, including four members of the security forces and 24 civilians, died in a coordinated attack against the Dayah Hotel in central Mogadishu. More than 40 others were injured, and four attackers were killed.[150][151][152]","Al-Shabaab","Somali Civil War"
"25","Suicide bombing","3 (+1)","2","Borno State, Nigeria","A suicide bomb attack Borno state killed three and wounded two others.[153]","Boko Haram","Boko Haram insurgency"
"25","Suicide bombings","4 (+3)","Unknown","Maiduguri, Nigeria","Boko Haram killed four people in multiple suicide bombing attacks.[154]","Boko Haram","Boko Haram insurgency"
"26","Bombing","9","Unknown","Mogadishu, Somalia","Al-Shabab attacked an African Union base in Somalia. Nine were killed.[155]","Al-Shabaab","Somali Civil War"
"26","Bombing, shooting","2","8","Baghdad, Iraq","A bombing at a market in south Baghdad killed one person and wounded five others. Earlier in the day, an attack on a militia-held checkpoint killed one and injured three.[156]","Islamic State (suspected)","Iraqi Civil War"
"26","Airstrike","0","3","Mosul, Iraq","An Islamic State drone dropped explosives on a house in central Mosul wounding three members of the same family[157]","Islamic State","Iraqi Civil War"
"27","Attacks","9 or 66 (+70)","Unknown","Kulbiyow, Somalia","Battle of Kulbiyow: Al-Shabaab militants attacked a remote AMISOM base in southern Somalia, claiming to have killed 66 Kenyan troops. An official of the Kenyan army said that only nine soldiers and 70 insurgents died in the attack.[158]","Al-Shabaab","Somali Civil War"
"27","Shooting","7","3","Aleppo, Syria","Terrorists shoot dead at least seven people and another three were injured.[159]","Democratic Union Party","Syrian Civil War"
"27","Car bombing","1","0","Raqqa, Syria","An American volunteer was killed by an Islamic State car bomb.[160]","Islamic State","Syrian Civil War"
"28","Attack","4","Unknown","Abyan, Yemen","Four people were killed by Al-Qaeda.[161]","Al-Qaeda in the Arabian Peninsula","Yemeni Civil War"
"28","Bombing","1","4","Baghdad, Iraq","A bomb kills one and another four were injured.[162]","Islamic State","Iraqi Civil War"
"28","Suicide bombing","2 (+1)","2","Fallujah, Iraq","A suicide bombing kills at least two police officers and another two were injured.[163]","Islamic State","Iraqi Civil War"
"29","Shooting","7","Unknown","Borno State, Nigeria","Boko Haram attacked a convoy of motorists along a recently secured highway, killing at least seven people and injuring many others.[164]","Boko Haram","Boko Haram insurgency"
"29","Shooting","1","0","Manama, Bahrain","A police officer in Bahrain was shot dead in an attack claimed by a Shi'ite militant group.[165]","Islamists",""
"29","Stabbing","1","0","Dhaka, Bangladesh","A 72-year-old woman was killed by Islamists.[166]","Lone wolf","Terrorism in Bangladesh"
"29","Shooting,  raid","4 (+20)","7","Sinai Peninsula, Egypt","At least four troops and two dozens militants were killed in Egypt’s Sinai Peninsula. Army forces killed 20 militants during a raid in northern and central Sinai. It was reported that seven militants were injured and 36 others detained.[167]","Islamic State","Sinai Insurgency"
"29","Bombing","2","3","Al-Barka, Philippines","Two children were killed and three others were injured when a bomb went off in Al-Barka.[168]","Abu Sayyaf","Moro Conflict"
"29","Shooting","0 (+3)","0","Khasavyurt, Russia","At least three suspected militants are killed by Russian security forces during a firefight in Khasavyurt, Dagestan.[169]","Islamic State (suspected)","Insurgency in the North Caucasus"
"29","Executions,  kidnapping","3","0","Qandala, Somalia","Three soldiers were killed and nine civilians were injured in an Islamic State attack.[161]","Islamic State","War in Somalia"
"29","Shooting","6","17","Quebec City, Canada","Quebec City mosque shooting: At least six people were killed and 17 others injured when a gunman opened fire at a mosque. Prime Minister Justin Trudeau and Premier Philippe Couillard called the shooting a terrorist attack,[170][171] but the suspect was not charged with terrorism.[172]","Alexandre Bissonnette (suspected)","Terrorism in Canada"
"30","Bombing","1","4","Baghdad, Iraq","An explosion killed one person and wounded four near a market in southern Baghdad.[173]","Islamic State (suspected)","Iraqi Civil War"
"30","Shooting","0","2","Madougou, Mali","Two civilians were injured in a terrorist attack.[174]","Ansar Dine (suspected)","Insurgency in the Maghreb"
"30","Attack","15","Unknown","Madagali, Nigeria","Fifteen people were killed by Boko Haram militants.[175]","Boko Haram","Boko Haram insurgency"
"30","Shooting","2","Unknown","Isabela, Philippines","Two soldiers were killed while several others were injured in an ambush allegedly perpetrated by members of the New People's Army (NPA).[176]","New People's Army","CPP–NPA–NDF rebellion"
"30","Attack","1","3","Fotokol, Cameroon","A man was killed and three others injured in Cameroon following an attack by Boko Haram.[177]","Boko Haram","Boko Haram insurgency"
"30","Bombing","3","0","Mosul, Iraq","An explosion left at least three children dead.[178]","Islamic State (suspected)","Iraqi Civil War"
"30","Bombing","0","7","Mahaday, Somalia","Four civilians and three soldiers were injured in a bomb attack.[179]","Al-Shabaab","Somali Civil War"
"30","Shooting","2 (+3)","0","Shalinsky District, Russia","At least two police officers and three suspected militants were killed during a gunfight in Shali, Chechnya.[180]","","Insurgency in the North Caucasus"
"31","Shooting","3","Unknown","Juba and Nimule, South Sudan","At least three people were reported killed and several others wounded when unknown gunmen opened fire on a car carrying passengers along the Juba-Nimule road.[181]","Nuer White Army (suspected)","South Sudanese Civil War"
